FSN,ID
finding of activity of daily living,118233009
find methods,118240005
finding by method,118240005
finding by method (finding),118240005
findings methods,118240005
measurement finding,118245000
measurement finding (finding),118245000
laboratory finding,118246004
labs,118246004
finding lab,118246004
laboratory test findings,118246004
laboratory test observations,118246004
lab findings,118246004
laboratory test result,118246004
interpretation laboratory tests,118246004
test result,118246004
laboratory findings,118246004
laboratory test finding,118246004
interpretation of laboratory tests,118246004
laboratory test interpretation,118246004
velocities (qualifier value),118592000
velocity (vel),118592000
velocity (property) (qualifier value),118592000
velocity (distance/time),118592000
velocity (property),118592000
velocities,118592000
vel,118592000
velocity,118592000
procedure on musculoskeletal system,118666003
procedure on musculoskeletal system (procedure),118666003
procedures on musculoskeletal system,118666003
procedure on trunk (procedure),118694006
procedure on trunk,118694006
procedure on upper extremity,118702008
procedure on upper extremity (procedure),118702008
procedure of hand,118708007
procedure on hand (procedure),118708007
procedure on hand,118708007
procedure of hand (treatment),118708007
procedure of foot (treatment),118716003
procedure on foot,118716003
procedure of foot,118716003
procedure on foot (procedure),118716003
procedure on organ (procedure),118717007
procedure on organ,118717007
procedure on vertebra (procedure),118736002
procedure on vertebra,118736002
procedure on joint,118745001
procedure on joint (procedure),118745001
entire viscus,118760003
entire viscus (body structure),118760003
disorder of hand,118933004
hand disease,118933004
diseases hand,118933004
disease hand,118933004
disease of hand,118933004
disease hands,118933004
diseases hands,118933004
disorder of hand (disorder),118933004
disorder of hand (diagnosis),118933004
head disorders,118934005
disorder of head,118934005
disorder of head (disorder),118934005
disease of head,118934005
head disorder,118934005
head disease,118934005
disease head,118934005
diseases head,118934005
disorder head,118934005
disorder of hip region,118935006
disorder of hip joint (diagnosis),118935006
disease of hip,118935006
disease hip,118935006
disorder of hip,118935006
disorder of hip joint,118935006
disease hips,118935006
hip disease,118935006
disorder of hip region (disorder),118935006
diseases hip,118935006
diseases extremities lower,118937003
disorder of lower limb,118937003
disorder of lower limb (disorder),118937003
disorder of lower extremity,118937003
disease of lower extremity,118937003
disorder of lower extremity (diagnosis),118937003
disease extremities lower,118937003
disorder of upper limb,118947000
disorder of upper extremity (diagnosis),118947000
disorder of upper limb (disorder),118947000
disorder of upper extremity,118947000
abdominal disorder,118948005
abdominal disorders,118948005
abdomen disease,118948005
disorder of abdomen (disorder),118948005
disorder of abdomen,118948005
abdomen diseases,118948005
disease of abdomen,118948005
disorder of abdomen (diagnosis),118948005
joint observation,118952005
joint finding,118952005
joint finding (finding),118952005
bone finding,118953000
bone finding (finding),118953000
bone observation,118953000
general bone observation,118953000
altered from its original anatomical structure,118956008
"body structure, altered from its original anatomical structure",118956008
morphologic change,118956008
"morphologic alteration, nos",118956008
changes morphologic,118956008
"morphologic change, nos",118956008
"body structure, altered from its original anatomical structure (morphologic abnormality)",118956008
morphologically altered structure,118956008
morphologic alteration,118956008
structure of digestive system subdivision,118971007
structure of digestive system subdivision (body structure),118971007
digestive system subdivision,118971007
skin part,119181002
skin part (body structure),119181002
joint part,119194000
joint part (body structure),119194000
digestive organ part (body structure),119210004
digestive organ part,119210004
large intestine part,119214008
large intestine part (body structure),119214008
gastro-intestinal disorder,119292006
gastrointestinal system disorder,119292006
gastrointestinal disorders (diagnosis),119292006
disorder gastrointestinal,119292006
gastroenteropathy nos,119292006
digestive tract disease,119292006
disease (or disorder); gastrointestinal tract,119292006
gastrointestinal disorders: general,119292006
digestive system disease,119292006
gastroenteropathy (diagnosis),119292006
git diseases,119292006
disorder; gastrointestinal,119292006
"gastrointestinal disorder, nos",119292006
disorders gastrointestinal,119292006
"disorder of gastrointestinal tract, nos",119292006
gastro-intestinal system disorders,119292006
gastrointestinal disorder nos,119292006
disease gastrointestinal tract,119292006
gi disorders,119292006
gastrointestinal disorder,119292006
digestive diseases tract,119292006
disorders gastro intestinal,119292006
disease of gastrointestinal tract,119292006
disorder of gastrointestinal tract (diagnosis),119292006
disorder of gastrointestinal tract (disorder),119292006
digestive disease,119292006
"diseases, gastrointestinal",119292006
disorders gastrointestinal tract,119292006
diseases gastrointestinal,119292006
gastroenteropathy,119292006
gastrointestinal disorder diagnosis,119292006
gastrointestinal; disorder,119292006
disease gastrointestinal,119292006
disease;digestive,119292006
gastrointestinal disorder (nos),119292006
digestive disease tract,119292006
disease (or disorder); gastrointestinal,119292006
gastrointestinal diseases,119292006
gastrointestinal tract disorders,119292006
diseases gastrointestinal tract,119292006
gastrointestinal system disease,119292006
disorder of gastrointestinal tract,119292006
gastrointestinal disease,119292006
gastrointestinal disorders,119292006
gastro-intestinal disorder nos,119292006
digestive system disorder,119292006
"disease, gastrointestinal",119292006
vertebral column finding,119414006
vertebral column finding (finding),119414006
disorder of large intestine,119523007
large intestine disease,119523007
disorder of large intestine (disorder),119523007
disease intestines large,119523007
diseases intestine large,119523007
disorders intestine large,119523007
diseases intestines large,119523007
large intestine diseases,119523007
trunk manipulation,119601001
trunk manipulation (procedure),119601001
extremity part (body structure),120573002
extremity part,120573002
upper extremity part,120574008
upper extremity part (body structure),120574008
lower extremity part,120575009
lower extremity part (body structure),120575009
hand part,120577001
hand part (body structure),120577001
hand parts,120577001
exploration,122458006
exploration procedure (procedure),122458006
exploration - action,122458006
exploration procedure,122458006
exploration - action (qualifier value),122458006
toe joints,122477008
"joints, toe",122477008
interphalangeal joint of the foot,122477008
interphalangeal toe joint structure (body structure),122477008
toe interphalangeal joints,122477008
interphalangeal joint of toe,122477008
foot interphalangeal joint,122477008
foot interphalangeal joints,122477008
toe interphalangeal joint,122477008
articulationes interphalangeae pedis,122477008
set of interphalangeal joints of foot,122477008
interphalangeal joints of foot,122477008
"joint, toe",122477008
joint of toe,122477008
interphalangeal toe joint structure,122477008
joint toe,122477008
structure of joint of toe,122477008
interphalangeal joint of foot,122477008
structure of joint of toe (body structure),122477008
toe joint,122477008
"interphalangeal joint of foot, nos",122477008
alimentary canal,122865005
alimentary tracts,122865005
gastro-intestinal system,122865005
gastrointestinal tracts,122865005
digestive tract,122865005
digestive tract structure (body structure),122865005
gi tracts,122865005
alimentary tract,122865005
gi tract,122865005
gastrointestinal (gi) tract,122865005
gut,122865005
digestive canal,122865005
"alimentary tract, nos",122865005
"digestive tract, nos",122865005
gastrointestinal tract,122865005
digestive tracts,122865005
"gastrointestinal tract, nos",122865005
gastrointestinal tract structure,122865005
digestive tube,122865005
digestive tract structure,122865005
gastrointestinal system,122865005
gastrointestinal tract structure (body structure),122865005
measurement procedure (procedure),122869004
measure,122869004
measurement procedure,122869004
measurement technique (qualifier value),122869004
measurement - action (qualifier value),122869004
measurement technique,122869004
measurement - action,122869004
measurement in general,122869004
measurements,122869004
measurement,122869004
procedure on skeletal system (procedure),122945004
procedure on bone,122945004
procedure on skeletal system,122945004
body structure,123037004
structure body,123037004
body,123037004
body structure (body structure),123037004
body structures,123037004
entire subregion of trunk (body structure),123960005
entire subregion of trunk,123960005
entire trunk region,123960005
persons,125676002
person,125676002
^person,125676002
people,125676002
individual,125676002
peoples,125676002
person (person),125676002
